epoch,accuracy,loss,val_accuracy,val_loss
0,0.5259259343147278,1.5000816583633423,0.0,2.5740296840667725
1,0.6333333253860474,1.1905224323272705,0.0,2.534341335296631
2,0.6333333253860474,1.2886942625045776,0.20000000298023224,1.2187480926513672
3,0.6296296119689941,1.1841881275177002,0.10000000149011612,1.5402323007583618
4,0.699999988079071,1.013148307800293,0.20000000298023224,1.2314096689224243
5,0.7185184955596924,0.9856858849525452,0.8999999761581421,0.813501238822937
6,0.7074074149131775,0.9987971782684326,0.0,2.297079563140869
7,0.7111111283302307,0.9703450798988342,0.0,2.2009339332580566
8,0.7481481432914734,0.9338964819908142,0.0,2.0583696365356445
9,0.7444444298744202,0.9186522960662842,0.20000000298023224,1.192940592765808
10,0.7388888597488403,0.9080163836479187,0.8999999761581421,0.7499323487281799
11,0.720370352268219,0.9140799641609192,0.8999999761581421,0.7339761853218079
12,0.7407407164573669,0.864932656288147,0.20000000298023224,1.8407447338104248
13,0.7351852059364319,0.9209775328636169,0.20000000298023224,1.3328194618225098
14,0.7537037134170532,0.8615906238555908,0.800000011920929,0.9048424959182739
15,0.7814815044403076,0.7938445210456848,0.8999999761581421,0.7879487872123718
16,0.7333333492279053,0.8897019624710083,0.800000011920929,0.8362768292427063
17,0.7518518567085266,0.8087723851203918,0.800000011920929,0.814742922782898
18,0.7833333611488342,0.7786445617675781,0.800000011920929,0.8084336519241333
19,0.7555555701255798,0.8393579125404358,0.800000011920929,0.7988476753234863
