epoch,accuracy,loss,val_accuracy,val_loss
0,0.5962963104248047,1.2864646911621094,0.10000000149011612,1.3500994443893433
1,0.6888889074325562,1.0620126724243164,0.0,2.2579264640808105
2,0.6740740537643433,0.9871750473976135,0.0,2.2257368564605713
3,0.7185184955596924,0.9857150316238403,0.0,1.941921591758728
4,0.7129629850387573,0.9418920278549194,0.0,1.4751049280166626
5,0.7518518567085266,0.8845289349555969,0.0,1.4053772687911987
6,0.7537037134170532,0.8951553702354431,0.0,1.4028302431106567
7,0.7425925731658936,0.8934059739112854,0.0,1.392670750617981
8,0.7407407164573669,0.8845385313034058,0.0,1.423691987991333
9,0.7148148417472839,0.9107744693756104,0.0,1.493535041809082
10,0.7074074149131775,0.9748957753181458,0.0,1.557013988494873
11,0.7574074268341064,0.8603332042694092,0.0,1.5853767395019531
12,0.7444444298744202,0.8567370176315308,0.0,1.6106046438217163
13,0.7148148417472839,0.9144560098648071,0.0,1.6475229263305664
14,0.7277777791023254,0.9423828125,0.0,1.669253945350647
15,0.7333333492279053,0.883597731590271,0.0,1.6893936395645142
16,0.7370370626449585,0.897935688495636,0.0,1.7112022638320923
17,0.7148148417472839,0.8799634575843811,0.0,1.7274072170257568
18,0.7425925731658936,0.9106268882751465,0.0,1.7410962581634521
19,0.770370364189148,0.8559375405311584,0.0,1.75946843624115
