epoch,accuracy,loss,val_accuracy,val_loss
0,0.5814814567565918,1.3438674211502075,0.10000000149011612,1.2324762344360352
1,0.6685185432434082,1.170764684677124,0.10000000149011612,1.2796114683151245
2,0.6759259104728699,1.122984528541565,0.6000000238418579,0.9258517026901245
3,0.7037037014961243,1.0382301807403564,1.0,0.7224521040916443
4,0.6981481313705444,1.0026618242263794,0.8999999761581421,0.7018098831176758
5,0.7259259223937988,0.9103166460990906,0.699999988079071,0.8613050580024719
6,0.7129629850387573,0.9548707008361816,0.5,1.0112169981002808
7,0.7092592716217041,0.9697721004486084,0.699999988079071,0.9205738306045532
8,0.720370352268219,0.9785218238830566,0.800000011920929,0.7916958928108215
9,0.7314814925193787,0.9222747087478638,0.30000001192092896,1.1234382390975952
10,0.7351852059364319,0.8264307975769043,0.30000001192092896,1.0895135402679443
11,0.7277777791023254,0.9046081900596619,0.30000001192092896,1.093892216682434
12,0.7518518567085266,0.8302411437034607,0.30000001192092896,1.0531983375549316
13,0.7314814925193787,0.8785222172737122,0.5,1.0096603631973267
14,0.7240740656852722,0.9149070382118225,0.5,0.973162829875946
15,0.7407407164573669,0.9222024083137512,0.6000000238418579,0.9468326568603516
16,0.7629629373550415,0.8320627212524414,0.6000000238418579,0.9262270927429199
17,0.7333333492279053,0.8252131342887878,0.800000011920929,0.9049676656723022
18,0.75,0.9471799731254578,0.800000011920929,0.8867923021316528
19,0.7351852059364319,0.9032220840454102,0.800000011920929,0.8638489842414856
