epoch,accuracy,loss,val_accuracy,val_loss
0,0.5462962985038757,1.530266284942627,1.0,0.3663163185119629
1,0.5925925970077515,1.3685057163238525,1.0,0.3855973184108734
2,0.6722221970558167,1.2437154054641724,1.0,0.5517053604125977
3,0.644444465637207,1.1599040031433105,1.0,0.37557119131088257
4,0.6851851940155029,1.116806149482727,1.0,0.3777817189693451
5,0.7333333492279053,0.9463820457458496,1.0,0.4470806121826172
6,0.7129629850387573,1.0573636293411255,1.0,0.433492511510849
7,0.7481481432914734,0.9130020141601562,1.0,0.40823811292648315
8,0.7240740656852722,0.9611210823059082,1.0,0.38723719120025635
9,0.7388888597488403,1.002196192741394,1.0,0.37529176473617554
10,0.7277777791023254,1.0006827116012573,1.0,0.3655354380607605
11,0.7407407164573669,0.96383136510849,1.0,0.35982489585876465
12,0.7240740656852722,0.9966817498207092,1.0,0.3617580235004425
13,0.7407407164573669,0.940098226070404,1.0,0.3585759401321411
14,0.6814814805984497,0.992283821105957,1.0,0.360951691865921
15,0.699999988079071,1.0801053047180176,1.0,0.36424171924591064
16,0.729629635810852,0.9881467223167419,1.0,0.3716197609901428
17,0.7518518567085266,0.930400013923645,1.0,0.37505486607551575
18,0.7481481432914734,0.9166187047958374,1.0,0.3752933740615845
19,0.7240740656852722,1.0143678188323975,1.0,0.37682682275772095
