epoch,accuracy,loss,val_accuracy,val_loss
0,0.5444444417953491,1.3628510236740112,0.10000000149011612,1.311771035194397
1,0.6555555462837219,1.1469534635543823,0.0,1.6353533267974854
2,0.6851851940155029,1.0896050930023193,0.0,1.9693422317504883
3,0.6666666865348816,1.0479859113693237,0.0,2.3544440269470215
4,0.7222222089767456,0.9976439476013184,0.0,2.1012167930603027
5,0.7222222089767456,0.9605805277824402,0.0,2.2715821266174316
6,0.7277777791023254,0.938503086566925,0.0,2.383469581604004
7,0.7481481432914734,0.8720669746398926,0.0,2.600994825363159
8,0.7222222089767456,0.9165371656417847,0.0,2.7602882385253906
9,0.7333333492279053,0.8857807517051697,0.0,2.8342442512512207
10,0.7370370626449585,0.9218320846557617,0.0,2.885202646255493
11,0.7537037134170532,0.8444735407829285,0.0,2.9117209911346436
12,0.7314814925193787,0.9445840716362,0.0,2.909440755844116
13,0.7074074149131775,0.926239550113678,0.0,2.911330461502075
14,0.720370352268219,0.9342988729476929,0.0,2.916996955871582
15,0.7425925731658936,0.8842571973800659,0.0,2.914699077606201
16,0.7370370626449585,0.8914151191711426,0.0,2.900846481323242
17,0.7629629373550415,0.9188510179519653,0.0,2.865377426147461
18,0.7481481432914734,0.8450766801834106,0.0,2.8378686904907227
19,0.7129629850387573,0.9443168044090271,0.0,2.81296443939209
