epoch,accuracy,loss,val_accuracy,val_loss
0,0.6425926089286804,1.2903101444244385,0.6000000238418579,0.917812168598175
1,0.729629635810852,1.0049856901168823,0.0,1.535945177078247
2,0.7444444298744202,0.9875428080558777,0.0,1.7312705516815186
3,0.7444444298744202,0.9258119463920593,0.0,2.1195788383483887
4,0.7314814925193787,1.026995301246643,0.0,1.7270902395248413
5,0.7166666388511658,0.9559414386749268,0.0,1.6349523067474365
6,0.7166666388511658,0.9455569386482239,0.0,1.6828820705413818
7,0.7537037134170532,0.8973008990287781,0.0,1.7706453800201416
8,0.7592592835426331,0.8740659356117249,0.0,1.834303855895996
9,0.7314814925193787,0.9077492952346802,0.0,1.99604070186615
10,0.7444444298744202,0.9186440706253052,0.0,2.154064655303955
11,0.7314814925193787,0.9056587815284729,0.0,2.240753412246704
12,0.7537037134170532,0.9060975313186646,0.0,2.3305273056030273
13,0.7592592835426331,0.9127897024154663,0.0,2.417332649230957
14,0.770370364189148,0.8697898387908936,0.0,2.502856731414795
15,0.7462962865829468,0.9451701641082764,0.0,2.5781099796295166
16,0.7537037134170532,0.8832904696464539,0.0,2.632223129272461
17,0.7537037134170532,0.9034249186515808,0.0,2.695944309234619
18,0.7333333492279053,0.9150439500808716,0.0,2.741562843322754
19,0.7277777791023254,0.983062744140625,0.0,2.7815732955932617
