epoch,accuracy,loss,val_accuracy,val_loss
0,0.5777778029441833,1.3367881774902344,0.0,1.7596988677978516
1,0.6629629731178284,1.1928428411483765,0.0,1.4178225994110107
2,0.6814814805984497,1.105130910873413,0.6000000238418579,1.075444221496582
3,0.6796296238899231,1.0443336963653564,0.6000000238418579,0.9196233749389648
4,0.7111111283302307,0.9549565315246582,0.5,1.0324931144714355
5,0.7055555582046509,1.0505120754241943,0.5,1.0727880001068115
6,0.7481481432914734,0.866217315196991,0.4000000059604645,1.0397493839263916
7,0.7333333492279053,0.9379672408103943,0.4000000059604645,1.1634434461593628
8,0.7351852059364319,0.9222694039344788,0.6000000238418579,0.9383785128593445
9,0.7333333492279053,0.9397567510604858,0.6000000238418579,0.9297311902046204
10,0.7481481432914734,0.8620569705963135,0.6000000238418579,0.9496817588806152
11,0.7518518567085266,0.8835085034370422,0.6000000238418579,0.9474323391914368
12,0.7351852059364319,0.9132634997367859,0.6000000238418579,0.9770343899726868
13,0.7574074268341064,0.8608735799789429,0.6000000238418579,0.974312961101532
14,0.7462962865829468,0.9216695427894592,0.6000000238418579,0.9703337550163269
15,0.7537037134170532,0.9356791973114014,0.6000000238418579,0.958792507648468
16,0.7333333492279053,0.9199030995368958,0.6000000238418579,0.9492357969284058
17,0.7462962865829468,0.8926727771759033,0.5,0.9419769048690796
18,0.7611111402511597,0.858222246170044,0.5,0.9459453821182251
19,0.7648147940635681,0.8727136850357056,0.5,0.9447177648544312
