epoch,accuracy,loss,val_accuracy,val_loss
0,0.6666666865348816,1.1480551958084106,0.4000000059604645,0.984955906867981
1,0.720370352268219,0.9983351230621338,0.6000000238418579,1.0101656913757324
2,0.7240740656852722,0.9839115738868713,0.10000000149011612,1.148596167564392
3,0.7277777791023254,1.0027116537094116,0.0,1.504619836807251
4,0.7388888597488403,0.9355601668357849,0.0,1.3376660346984863
5,0.7407407164573669,0.9015019536018372,0.4000000059604645,1.0165245532989502
6,0.7537037134170532,0.8358725905418396,0.699999988079071,0.9558067321777344
7,0.720370352268219,0.8763371706008911,0.699999988079071,0.9405012130737305
8,0.7611111402511597,0.8920413255691528,0.6000000238418579,0.9534183740615845
9,0.7074074149131775,0.9401909708976746,0.699999988079071,0.9580351114273071
10,0.720370352268219,0.9042108654975891,0.8999999761581421,0.9098222851753235
11,0.7129629850387573,0.8797016143798828,0.8999999761581421,0.8952935934066772
12,0.729629635810852,0.8901770114898682,0.8999999761581421,0.9039572477340698
13,0.720370352268219,0.9214129447937012,0.8999999761581421,0.8919922709465027
14,0.7148148417472839,0.8550041913986206,0.8999999761581421,0.9092459678649902
15,0.7388888597488403,0.9583354592323303,0.8999999761581421,0.9255081415176392
16,0.729629635810852,0.8849174380302429,0.8999999761581421,0.8637166023254395
17,0.7425925731658936,0.819896399974823,1.0,0.8118281364440918
18,0.7481481432914734,0.8703306913375854,1.0,0.7950272560119629
19,0.7481481432914734,0.9278722405433655,1.0,0.8058778643608093
